name	location	url	type	coordinates	description
"Shiloh National Military Park
Shiloh National Cemetery"	Tennessee, Mississippi	https://en.wikipedia.org/wiki/Shiloh_National_Military_Park	National military parks	35.13667; -88.34056	Shiloh National Military Park preserves the American Civil War Shiloh and Corinth battlefields.   The main section of the park is in the unincorporated town of Shiloh, about nine miles (14 km) south of Savannah, Tennessee, with an additional area located in the city of Corinth, Mississippi, 23 miles (37 km) southwest of Shiloh.
"Vicksburg National Military Park
Vicksburg National Cemetery"	Mississippi, Louisiana	https://en.wikipedia.org/wiki/Vicksburg_National_Military_Park	National military parks	32.36528; -90.84222	Vicksburg National Military Park preserves the site of the American Civil War Battle of Vicksburg, waged from March 29 to July 4, 1863.  The park, located in Vicksburg, Mississippi  (flanking the Mississippi River), also commemorates the greater Vicksburg Campaign which led up to the battle.
"Antietam National Battlefield
Antietam National Cemetery"	Maryland	https://en.wikipedia.org/wiki/Antietam_National_Battlefield	National battlefields	39.47028; -77.73806	Antietam National Battlefield is a National Park Service-protected area along Antietam Creek in Sharpsburg, Washington County, northwestern Maryland.  It commemorates the American Civil War Battle of Antietam that occurred on September 17, 1862.
Big Hole National Battlefield	Montana	https://en.wikipedia.org/wiki/Big_Hole_National_Battlefield	National battlefields	45.63750; -113.64361	Big Hole National Battlefield preserves a battlefield in the western United States, located in Beaverhead County, Montana.  In 1877, the Nez Perce fought a delaying action against the U.
Cowpens National Battlefield	South Carolina	https://en.wikipedia.org/wiki/Cowpens_National_Battlefield	National battlefields	35.13667; -81.81806	Cowpens National Battlefield is a unit of the National Park Service just east of Chesnee, South Carolina, and near the state line with North Carolina. [4][5] It preserves a major battlefield of the American Revolutionary War.
"Fort Donelson National Battlefield
Fort Donelson National Cemetery"	Tennessee, Kentucky	https://en.wikipedia.org/wiki/Fort_Donelson_National_Battlefield	National battlefields	36.48722; -87.86083	Fort Donelson National Battlefield preserves Fort Donelson and Fort Heiman, two sites of the American Civil War Forts Henry and Donelson Campaign, in which Union Army Brigadier General Ulysses S.  Grant and Flag Officer Andrew Hull Foote captured three Confederate forts and opened two rivers, the Tennessee River and the Cumberland River, to control by the Union Navy.
Fort Necessity National Battlefield	Pennsylvania	https://en.wikipedia.org/wiki/Fort_Necessity_National_Battlefield	National battlefields	39.81528; -79.58944	Fort Necessity National Battlefield is a National Battlefield in Fayette County, Pennsylvania, United States, which preserves the site of the Battle of Fort Necessity.   The battle, which took place on July 3, 1754, was an early battle of the French and Indian War, and resulted in the surrender of British colonial forces under Colonel George Washington, to the French and Indians, under Louis Coulon de Villiers.
Monocacy National Battlefield	Maryland	https://en.wikipedia.org/wiki/Monocacy_National_Battlefield	National battlefields	39.37115; -77.39208	Monocacy National Battlefield is a unit of the National Park Service, the site of the Battle of Monocacy in the American Civil War fought on July 9, 1864.  The battlefield straddles the Monocacy River southeast of the city of Frederick, Maryland.
Moores Creek National Battlefield	North Carolina	https://en.wikipedia.org/wiki/Moores_Creek_National_Battlefield	National battlefields	34.458222; -78.110306	Moores Creek National Battlefield is a battlefield managed by the U. S.
"Petersburg National Battlefield
Poplar Grove National Cemetery"	Virginia	https://en.wikipedia.org/wiki/Petersburg_National_Battlefield	National battlefields	37.21944; -77.36139	Petersburg National Battlefield is a National Park Service unit preserving sites related to the American Civil War Siege of Petersburg (1864–65).   The battlefield is near the city of Petersburg, Virginia, and includes outlying components in Hopewell, Prince George County, and Dinwiddie County.
"Stones River National Battlefield
Stones River National Cemetery"	Tennessee	https://en.wikipedia.org/wiki/Stones_River_National_Battlefield	National battlefields	35.87611; -86.43083	Stones River National Battlefield, a 570-acre (2.3 km2) park along the Stones River in Rutherford County, Tennessee, three miles (5 km) northwest of Murfreesboro and twenty-eight miles southeast of Nashville, memorializes the Battle of Stones River.  This key battle of the American Civil War occurred on December 31, 1862 and January 2, 1863, and resulted in a strategic Union victory.
Tupelo National Battlefield	Mississippi	https://en.wikipedia.org/wiki/Tupelo_National_Battlefield	National battlefields	34.255667; -88.737000	Tupelo National Battlefield commemorates the Battle of Tupelo, also known as the Battle of Harrisburg, fought from July 14 to 15, 1864, near Tupelo, Mississippi during the American Civil War.  The Union victory over Confederate forces in northeast Mississippi ensured the safety of Sherman's supply lines during the Atlanta Campaign.
Wilson's Creek National Battlefield	Missouri	https://en.wikipedia.org/wiki/Wilson%27s_Creek_National_Battlefield	National battlefields	37.11556; -93.42000	Unknown
Brices Cross Roads National Battlefield Site	Mississippi	https://en.wikipedia.org/wiki/Brices_Cross_Roads_National_Battlefield_Site	National battlefield site	34.506111; -88.728889	Brices Cross Roads National Battlefield Site commemorates the Battle of Brices Crossroads, in which the Confederate army, under Major-General Nathan Bedford Forrest, defeated a much larger Union force on June 10, 1864, to ultimately secure supply lines between Nashville and Chattanooga, Tennessee..
American Memorial Park (affiliated area)	Northern Mariana Islands	https://en.wikipedia.org/wiki/American_Memorial_Park	National memorials	15.21639; 145.71444	American Memorial Park on the island of Saipan, Northern Mariana Islands,[1] was created as a memorial honoring the sacrifices made during the Marianas Campaign of World War II.   Recreational facilities, a World War II museum and flag monument keep alive the memory of over 4,000 United States military personnel and local islanders who died in June 1944.
Arkansas Post National Memorial	Arkansas	https://en.wikipedia.org/wiki/Arkansas_Post_National_Memorial	National memorials	34.019000; -91.349000	The Arkansas Post (French: Poste de Arkansea) (Spanish: Puesto de Arkansas), formally the Arkansas Post National Memorial, was the first European settlement in the Mississippi Alluvial Plain and present-day U. S.
Arlington House, The Robert E. Lee Memorial	Virginia	https://en.wikipedia.org/wiki/Arlington_House,_The_Robert_E._Lee_Memorial	National memorials	38.8821531; -77.0735239	Arlington House is the historic family residence of Robert E.  Lee, commander of the Confederate Army, and a national memorial in his honor serving as a museum, located in Arlington, Virginia.
Benjamin Franklin National Memorial (affiliated area)	Pennsylvania	https://en.wikipedia.org/wiki/Benjamin_Franklin_National_Memorial	National memorials	Unknown	The Benjamin Franklin National Memorial, located in the rotunda of Franklin Institute science museum in Philadelphia, Pennsylvania, U. S.
Chamizal National Memorial	Texas	https://en.wikipedia.org/wiki/Chamizal_National_Memorial	National memorials	31.76778; -106.45417	Chamizal National Memorial, located in El Paso, Texas, along the United States–Mexico international border, is a National Park Service site commemorating the peaceful settlement of the Chamizal boundary dispute. [4].
Coronado National Memorial	Arizona	https://en.wikipedia.org/wiki/Coronado_National_Memorial	National memorials	31.34833; -110.27167	The Coronado National Memorial commemorates the first organized expedition into the Southwest by conquistador Francisco Vásquez de Coronado in 1540.  The memorial is located in a natural setting on the Mexico–United States border on the southeast flank of the Huachuca Mountains south of Sierra Vista, Arizona and is bordered to the north and west by Coronado National Forest.
De Soto National Memorial	Florida	https://en.wikipedia.org/wiki/De_Soto_National_Memorial	National memorials	27.52389; -82.64444	De Soto National Memorial is a national memorial (and national park) located in Manatee County, approximately five miles (eight kilometers) west of Bradenton, Florida.  The national memorial commemorates the 1539 landing of Hernando de Soto and the first extensive organized exploration by Europeans of what is now the southern United States.
Dwight D. Eisenhower Memorial	Washington, D.C.	https://en.wikipedia.org/wiki/Dwight_D._Eisenhower_Memorial	National memorials	38.887182; -77.018771	The Dwight D.  Eisenhower Memorial is a United States presidential memorial in Washington, D.
Father Marquette National Memorial (affiliated area)	Michigan	https://en.wikipedia.org/wiki/Father_Marquette_National_Memorial	National memorials	45.85167; -84.71722	Father Marquette National Memorial pays tribute to the life and work of Jacques Marquette,  French priest and explorer.   The memorial is located in Straits State Park near St.
